00:22:72|american micro-fuel device corp.
90:67:f3|alcatel lucent
d4:f0:b4|napco security technologies
68:f8:95|redflow limited
70:b9:21|fiberhome telecommunication technologies co.,ltd
a0:e2:95|dat system co.,ltd
a0:16:5c|triteka ltd
9c:41:7c|hame  technology co.,  limited 
9c:6a:be|qees aps.
9c:93:4e|xerox corporation
04:46:65|murata manufacturing co., ltd.
2c:21:72|juniper networks
90:09:17|far-sighted mobile
2c:8b:f2|hitachi metals america ltd
d8:97:3b|artesyn embedded technologies
38:26:cd|andtek
88:bf:d5|simple audio ltd
24:cb:e7|myk, inc.
b0:a1:0a|pivotal systems corporation
80:2d:e1|solarbridge technologies
f4:a5:2a|hawa technologies inc
0c:6e:4f|primevolt co., ltd.
e8:b7:48|cisco systems, inc
bc:99:bc|fonsee technology inc.
78:3f:15|easysync ltd.
18:d0:71|dasan co., ltd.
58:e4:76|centron communications technologies fujian co.,ltd
44:7e:95|alpha and omega, inc
98:60:22|emw co., ltd.
b8:d4:9d|m seven system ltd.
3c:67:2c|sciovid inc.
dc:9b:1e|intercom, inc.
bc:5f:f4|asrock incorporation
e8:b4:ae|shenzhen c&d electronics co.,ltd
50:fa:ab|l-tek d.o.o.
38:91:fb|xenox holding bv
a8:e0:18|nokia corporation
78:1d:fd|jabil inc
18:ae:bb|siemens convergence creators gmbh&co.kg
b0:bd:a1|zaklad elektroniczny sims
70:b2:65|hiltron s.r.l.
cc:c6:2b|tri-systems corporation
d8:c0:68|netgenetech.co.,ltd.
60:11:99|siama systems inc
6c:81:fe|mitsuba corporation
c0:27:b9|beijing national railway research & design institute  of signal & communication co., ltd.
14:74:11|rim
f8:a9:de|puissance plus
a8:8c:ee|micromade galka i drozdz sp.j.
dc:2b:66|infoblock s.a. de c.v.
b8:87:1e|good mind industries co., ltd.
d4:f0:27|trust power ltd.
04:55:ca|briview (xiamen) corp.
14:35:b3|future designs, inc.
ac:93:2f|nokia corporation
00:54:af|continental automotive systems inc.
ac:ca:ba|midokura co., ltd. 
0c:81:12|private
9c:95:f8|smartdoor systems, llc
78:19:f7|juniper networks
64:09:4c|beijing superbee wireless technology co.,ltd
7c:7d:41|jinmuyu electronics co., ltd.
4c:14:80|noregon systems, inc
a4:85:6b|q electronics ltd
20:d5:ab|korea infocom co.,ltd.
0c:f3:ee|em microelectronic
64:d1:a3|sitecom europe bv
f4:3e:9d|benu networks, inc.
04:e2:f8|aep ticketing solutions srl
ec:9e:cd|artesyn embedded technologies
8c:51:05|shenzhen ireadygo information technology co.,ltd.
c8:20:8e|storagedata
5c:5e:ab|juniper networks
9c:80:7d|syscable korea inc.
34:b5:71|plds
3c:74:37|rim
ec:92:33|eddyfi ndt inc
74:38:89|annax anzeigesysteme gmbh
44:d2:ca|anvia tv oy
38:6e:21|wasion group ltd.
28:72:f0|athena
1c:19:de|eyevis gmbh
60:9e:64|vivonic gmbh
bc:15:a6|taiwan jantek electronics,ltd.
dc:de:ca|akyllor
a0:aa:fd|erathink technologies corp.
6c:a9:06|telefield ltd
78:22:3d|affirmed networks
3c:02:b1|creation technologies lp
e4:41:e6|ottec technology gmbh
bc:71:c1|xtrillion, inc.
e0:e8:e8|olive telecommunication pvt. ltd
60:52:d0|facts engineering 
b0:89:91|lge 
30:14:2d|piciorgros gmbh
50:af:73|shenzhen bitland information technology co., ltd.
5c:9a:d8|fujitsu limited
a4:c0:e1|nintendo co., ltd.
4c:3b:74|vogtec(h.k.) co., ltd
68:43:52|bhuu limited
ec:e9:0b|sistema solucoes eletronicas ltda - easytech
a0:8c:9b|xtreme technologies corp
a8:39:44|actiontec electronics, inc
74:e0:6e|ergophone gmbh
0c:f0:b4|globalsat international technology ltd
48:df:1c|wuhan nec fibre optic communications industry co. ltd
d4:9c:8e|university of fukui
f8:f0:14|rackware inc.
28:26:a6|pbr electronics gmbh
b4:28:f1|e-prime co., ltd.
c0:12:42|alpha security products
bc:20:ba|inspur (shandong) electronic information co., ltd
1c:fe:a7|identytech solutins ltd.
30:4e:c3|tianjin techua technology co., ltd.
b4:cf:db|shenzhen jiuzhou electric co.,ltd
fc:d4:f2|the coca cola company
5c:6a:7d|kentkart ege elektronik san. ve tic. ltd. sti. 
44:59:9f|criticare systems, inc
3c:2f:3a|sforzato corp.
74:ce:56|packet force technology limited company
ac:2f:a8|humannix co.,ltd.
10:64:e2|adfweb.com s.r.l.
cc:34:d7|gewiss s.p.a.
f0:2a:61|waldo networks, inc.
c8:a7:0a|verizon business
60:da:23|estech co.,ltd
44:dc:cb|semindia systems pvt ltd
a0:de:05|jsc irbis-t
08:17:f4|ibm corp
cc:d8:11|aiconn technology corporation
f4:38:14|shanghai howell electronic co.,ltd
90:61:0c|fida international (s) pte ltd
3c:5f:01|synerchip co., ltd.
ec:bb:ae|digivoice tecnologia em eletronica ltda
34:a1:83|aware, inc
98:73:c4|sage electronic engineering llc
b4:01:42|gci science & technology co.,ltd
74:0a:bc|lightwaverf technology ltd
10:a1:3b|fujikura rubber ltd.
f4:e1:42|delta elektronika bv
ac:81:12|gemtek technology co., ltd.
68:63:59|advanced digital broadcast sa
28:06:1e|ningbo global useful electric co.,ltd
64:e8:e6|global moisture management system
e0:d1:0a|katoudenkikougyousyo co ltd
c4:4b:44|omniprint inc.
18:92:2c|virtual instruments
a4:9b:13|digital check
c8:ee:08|tangtop technology co.,ltd
74:72:f2|chipsip technology co., ltd.
48:c8:b6|systec gmbh
3c:62:78|shenzhen jetnet technology co.,ltd.
c8:d5:fe|shenzhen zowee technology co., ltd
2c:30:68|pantech co.,ltd
00:bd:27|exar corp.
5c:40:58|jefferson audio video systems, inc.
58:d0:8f|ieee 1904.1 working group
6c:9c:e9|nimble storage
cc:09:c8|imaqliq ltd
9c:45:63|dimep sistemas
d4:3d:67|carma industries inc.
e0:a6:70|nokia corporation
58:db:8d|fast co., ltd.
e4:46:bd|c&c technic taiwan co., ltd.
8c:dd:8d|wifly-city system inc.
20:a2:e7|lee-dickens ltd
fc:ed:b9|arrayent
44:ed:57|longicorn, inc.
ec:98:c1|beijing risbo network technology co.,ltd
38:a9:5f|actifio inc
f4:dc:da|zhuhai jiahe communication technology co., limited
e8:04:62|cisco systems, inc
dc:d0:f7|bentek systems ltd.
d4:a9:28|greenwave reality inc
e0:62:90|jinan jovision science & technology co., ltd.
10:0e:2b|nec casio mobile communications
70:e1:39|3view ltd
18:42:2f|alcatel lucent
c4:63:54|u-raku, inc.
40:5f:be|rim
68:54:f5|enlighted inc
7c:b5:42|aces technology
90:54:46|tes electronic solutions
54:4a:05|wenglor sensoric gmbh
98:e1:65|accutome
78:57:12|mobile integration workgroup
38:0a:0a|sky-city communication and electronics limited company
0c:d6:96|amimon ltd
f4:dc:4d|beijing ccd digital technology co., ltd
40:13:d9|global es
ac:4f:fc|svs-vistek gmbh
b4:37:41|consert, inc.
94:85:7a|evantage industries corp
40:83:de|zebra technologies inc
88:97:df|entrypass corporation sdn. bhd.
24:af:54|nexgen mediatech inc.
f0:f8:42|keebox, inc.
dc:4e:de|shinyei technology co., ltd.
e0:87:b1|nata-info ltd.
44:7c:7f|innolight technology corporation
d4:96:df|sungjin c&t co.,ltd
5c:86:4a|secret labs llc
f0:ad:4e|globalscale technologies, inc.
90:3d:5a|shenzhen wision technology holding limited
7c:a2:9b|d.signt gmbh & co. kg
a0:40:41|samwonfa co.,ltd.
6c:22:ab|ainsworth game technology
30:18:cf|deos control systems gmbh
08:fa:e0|fohhn audio ag
58:b9:e1|crystalfontz america, inc.
20:d9:06|iota, inc.
f4:55:95|hengbao corporation ltd.
1c:3a:4f|accuspec electronics, llc
9c:4e:20|cisco systems, inc
d8:75:33|nokia corporation
98:35:b8|assembled products corporation
28:89:15|cashguard sverige ab
4c:5d:cd|oy finnish electric vehicle technologies ltd
70:d5:7e|scalar corporation
b0:e3:9d|cat system co.,ltd.
7c:2e:0d|blackmagic design
18:0c:77|westinghouse electric company, llc
68:ca:00|octopus systems limited
e0:58:9e|laerdal medical
0c:1d:c2|seah networks
54:75:d0|cisco systems, inc
60:89:b7|kael mÜhendİslİk elektronİk tİcaret sanayİ lİmİted Şİrketİ
30:52:5a|nst co., ltd
2c:a7:80|true technologies inc.
7c:6f:06|caterpillar trimble control technologies
60:12:83|tsb real time location systems s.l.
98:dc:d9|unitec co., ltd.
c0:cf:a3|creative electronics & software, inc.
94:23:6e|shenzhen junlan electronic ltd
10:e6:ae|source technologies, llc
fc:e1:92|sichuan jinwangtong electronic science&technology co,.ltd
40:8a:9a|titeng co., ltd.
f4:45:ed|portable innovation technology ltd.
5c:e2:86|nortel networks
8c:64:0b|beyond devices d.o.o.
94:9c:55|alta data technologies
d4:79:c3|cameronet gmbh & co. kg
70:d5:e7|wellcore corporation
3c:f7:2a|nokia corporation
54:5f:a9|teracom limited
6c:32:de|indieon technologies pvt. ltd.
14:a6:2c|s.m. dezac s.a.
54:7f:ee|cisco systems, inc
ac:ea:6a|genix infocomm co., ltd.
e0:bc:43|c2 microsystems, inc.
2c:a8:35|rim
c4:1e:ce|hmi sources ltd.
a8:f4:70|fujian newland communication science technologies co.,ltd.
8c:73:6e|fujitsu limited
b8:64:91|ck telecom ltd
50:f0:03|open stack, inc.
dc:49:c9|casco signal ltd
70:d8:80|upos system sp. z o.o.
a0:5d:c1|tmct co., ltd.
58:3c:c6|omneality ltd.
b0:c8:ad|people power company
18:17:14|daewoois
f0:ec:39|essec
44:6c:24|reallin electronic co.,ltd
20:46:f9|advanced network devices (dba:and)
48:71:19|sgb group ltd.
04:fe:7f|cisco systems, inc
a4:b1:ee|h. zander gmbh & co. kg
84:21:41|shenzhen ginwave technologies ltd.
a0:23:1b|telecomp r&d corp.
b8:a3:e0|benrui technology co.,ltd
3c:f5:2c|dspecialists gmbh
ec:44:76|cisco systems, inc
6c:18:11|decatur electronics
f8:e9:68|egker kft.
a8:99:5c|aizo ag
40:12:e4|compass-eos
54:03:f5|ebn technology corp.
04:c0:5b|tigo energy
80:38:fd|leapfrog enterprises, inc.
ac:be:b6|visualedge technology co., ltd.
2c:91:27|eintechno corporation
ac:58:3b|human assembler, inc.
e8:e7:76|shenzhen kootion technology co., ltd
68:1f:d8|siemens industry, inc.
40:01:c6|3com europe ltd
9c:5e:73|calibre uk ltd
5c:14:37|thyssenkrupp aufzugswerke gmbh
9c:55:b4|i.s.e. s.r.l.
70:2f:97|aava mobile oy
10:ca:81|precia
40:a6:a4|passivsystems ltd
94:ba:31|visiontec da amazônia ltda.
b8:94:d2|retail innovation htt ab
b0:e9:7e|advanced micro peripherals
f0:c2:4c|zhejiang feiyue digital technology co., ltd
e4:75:1e|getinge sterilization ab
9c:5b:96|nmr corporation
60:f1:3d|jablocom s.r.o.
50:25:2b|nethra imaging incorporated
f8:81:1a|overkiz
38:63:f6|3nod multimedia(shenzhen)co.,ltd
78:b8:1a|inter sales a/s
cc:00:80|bettini srl
64:4b:c3|shanghai woasis telecommunications ltd., co.
94:2e:63|finsécur
ac:83:17|shenzhen furtunetel communication co., ltd
ac:d1:80|crexendo business solutions, inc.
cc:cc:4e|sun fountainhead usa. corp 
68:85:40|igi mobile, inc.
a0:9a:5a|time domain
64:a8:37|juni korea co., ltd
20:2c:b7|kong yue electronics & information industry (xinhui) ltd.
60:9f:9d|cloudswitch
48:34:3d|iep gmbh
d4:aa:ff|micro world 
74:e5:37|radspin
00:26:e9|sp corp
00:26:eb|advanced spectrum technology co., ltd.
00:26:e1|stanford university, openflow group
00:27:17|ce digital(zhenjiang)co.,ltd
00:27:16|adachi-syokai co., ltd.
00:26:dc|optical systems design
00:27:00|shenzhen siglent technology co., ltd.
00:26:ec|legrand home systems, inc
00:26:d4|irca spa
00:26:63|shenzhen huitaiwei tech. ltd, co.
00:26:61|irumtek co., ltd.
00:26:5b|hitron technologies. inc
00:26:56|sansonic electronics usa
00:26:7d|a-max technology macao commercial offshore company limited
00:26:7c|metz-werke gmbh & co kg
00:26:73|ricoh company,ltd.
00:26:6d|mobileaccess networks
00:26:c0|energyhub
00:26:c1|artray co., ltd.
00:26:be|schoonderbeek elektronica systemen b.v.
00:26:b5|icomm tele ltd
00:26:8c|starleaf ltd.
00:26:8b|guangzhou escene computer technology limited
00:26:6f|coordiwise technology corp.
00:26:6e|nissho-denki co.,ltd.
00:26:c3|insightek corp.
00:26:81|interspiro ab
00:26:83|ajoho enterprise co., ltd.
00:26:98|cisco systems, inc
00:26:9b|sokrat ltd.
00:26:a1|megger
00:26:44|thomson telecom belgium
00:26:46|shenyang tongfang multimedia technology company limited
00:26:3f|lios technology gmbh
00:26:3b|onbnetech
00:26:58|t-platforms (cyprus) limited
00:26:4c|shanghai digivision technology co., ltd.
00:26:2f|hamamatsu toa electronics
00:26:31|commtact ltd
00:25:fb|tunstall healthcare a/s
00:25:f4|koco connector ag
00:26:06|raumfeld gmbh
00:26:07|enabling technology pty ltd
00:26:24|thomson inc.
00:26:05|cc systems ab
00:26:02|smart temps llc
00:26:1a|femtocomm system technology corp.
00:26:34|infineta systems, inc
00:25:99|hedon e.d. b.v.
00:25:97|kalki communication technologies
00:25:92|guangzhou shirui electronic co., ltd
00:25:94|eurodesign bg ltd
00:25:9f|technodigital technologies gmbh
00:25:9d|private
00:25:98|zhong shan city litai electronic industrial co. ltd
00:25:e3|hanshinit inc.
00:25:d4|general dynamics mission systems
00:25:c2|ringbell co.,ltd.
00:25:a7|itron
00:25:a9|shanghai embedway information technologies co.,ltd
00:25:b4|cisco systems, inc
00:25:b2|mbda deutschland gmbh
00:25:ef|i-tec co., ltd.
00:25:28|daido signal co., ltd.
00:25:26|genuine technologies co., ltd.
00:25:6b|atenix e.e. s.r.l.
00:25:6e|van breda b.v.
00:25:65|vizimax inc.
00:25:5e|shanghai dare technologies co.,ltd.
00:25:3b|din dietmar nocker facilitymanagement gmbh
00:25:3d|drs consolidated controls
00:25:35|minimax gmbh & co kg
00:25:84|cisco systems, inc
00:25:79|j & f labs
00:25:7f|calltechsolution co.,ltd
00:25:77|d-box technologies
00:25:72|nemo-q international ab
00:25:29|comelit group s.p.a
00:25:2a|chengdu geeya technology co.,ltd
00:25:8a|pole/zero corporation
00:25:5f|sentec ag
00:24:ec|united information technology co.,ltd.
00:24:e6|in motion technology inc.
00:24:e7|plaster networks
00:24:de|global technology inc.
00:24:dc|juniper networks
00:24:db|alcohol monitoring systems
00:25:21|logitek electronic systems, inc.
00:25:1f|zynus vision inc.
00:25:1e|rotel technologies
00:25:19|viaas inc
00:24:d5|winward industrial limited
00:24:dd|centrak, inc.
00:24:ea|iris-gmbh infrared & intelligent sensors
00:24:ed|yt elec. co,.ltd.
00:25:03|ibm corp
00:25:04|valiant communications limited
00:25:13|cxp digital bv
00:24:a4|siklu communication
00:24:9a|beijing zhongchuang telecommunication test co., ltd.
00:24:9e|adc-elektronik gmbh
00:24:9f|rim testing services
00:24:c2|asumo co.,ltd.
00:24:c0|nti comodo inc
00:24:bb|central corporation
00:24:bc|hurob co.,ltd
00:24:ad|adolf thies gmbh & co. kg
00:24:a7|advanced video communications inc.
00:24:ab|a7 engineering, inc.
00:24:66|unitron nv
00:24:5f|vine telecom co.,ltd.
00:24:55|mulogic bv
00:24:88|centre for development of telematics
00:24:8f|do-monix
00:24:79|optec displays, inc.
00:24:b7|gridpoint, inc.
00:24:ae|idemia
00:24:68|sumavision technologies co.,ltd
00:24:3a|ludl electronic products
00:24:39|digital barriers advanced technologies
00:24:34|lectrosonics, inc.
00:24:5a|nanjing panda electronics company limited
00:24:5b|raidon technology, inc.
00:24:59|abb automation products gmbh
00:24:4e|radchips, inc.
00:24:0d|onepath networks ltd.
00:24:0b|virtual computer inc.
00:24:02|op-tection gmbh
00:24:2f|micron
00:24:26|nohmi bosai ltd.
00:24:18|nextwave semiconductor
00:24:12|benign technologies co, ltd.
00:24:29|mk master inc.
00:23:db|saxnet gmbh
00:23:c8|team-r
00:23:eb|cisco systems, inc
00:23:ec|algorithmix gmbh
00:23:c1|securitas direct ab
00:23:aa|hfr, inc.
00:23:a5|sagetv, llc
00:23:9e|jiangsu lemote technology corporation limited
00:23:fc|ultra stereo labs, inc
00:23:8d|techno design co., ltd.
00:23:87|thinkflood, inc.
00:23:84|ggh engineering s.r.l.
00:23:91|maxian
00:23:92|proteus industries inc.
00:23:93|ajinextek
00:23:7f|plantronics, inc.
00:23:6f|daq system
00:23:30|dizipia, inc.
00:23:69|cisco-linksys, llc
00:22:f8|pima electronic systems ltd.
00:23:1c|fourier systems ltd.
00:23:1d|deltacom electronics ltd
00:22:d7|nintendo co., ltd.
00:22:d6|cypak ab
00:22:d0|polar electro oy
00:23:0a|arburg gmbh & co kg
00:22:c3|zeeport technology inc.
00:23:16|kisan electronics co
00:23:0f|hirsch electronics corporation
00:23:2d|sandforce
00:23:23|zylin as
00:22:de|oppo digital, inc.
00:22:f1|private
00:22:a2|xtramus technologies
00:22:9e|social aid research co., ltd.
00:22:85|nomus comm systems
00:22:81|daintree networks pty
00:22:55|cisco systems, inc
00:22:4e|seenergy corp.
00:22:87|titan wireless llc
00:22:88|sagrad, inc.
00:22:73|techway
00:22:6b|cisco-linksys, llc
00:22:67|nortel networks
00:22:95|sgm technology for lighting spa
00:22:5a|garde security ab
00:22:42|alacron inc.
00:22:34|corventis inc.
00:21:f7|hpn supply chain
00:21:f4|inrange systems, inc
00:21:f5|western engravers supply, inc.
00:22:32|design design technology ltd
00:22:2b|nucomm, inc.
00:22:26|avaak, inc.
00:22:21|itoh denki co,ltd.
00:22:1d|freegene technology ltd
00:22:24|good will instrument co., ltd.
00:22:45|leine & linde ab
00:22:49|home multienergy sl
00:22:40|universal telecom s/a
00:22:0f|moca (multimedia over coax alliance)
00:22:0a|onlive, inc
00:22:03|glensound electronics ltd
00:22:04|koratek
00:21:ff|cyfrowy polsat sa
00:21:e4|i-win
00:21:e5|display solution ag
00:22:1b|morega systems
00:21:b2|fiberblaze a/s
00:21:ac|infrared integrated systems ltd
00:21:8e|mekics co., ltd.
00:21:8f|avantgarde acoustic lautsprechersysteme gmbh
00:21:7e|telit communication s.p.a
00:21:87|imacs gmbh
00:21:81|si2 microsystems limited
00:21:c2|gl communications inc
00:21:e2|visago systems & controls gmbh & co. kg
00:21:dd|northstar systems corp
00:21:d5|x2e gmbh
00:21:a2|eke-electronics ltd.
00:21:c9|wavecom asia pacific limited
00:21:4a|pixel velocity, inc
00:21:46|sanmina-sci
00:21:6e|function ati (huizhou) telecommunications co., ltd.
00:21:6d|soltech co., ltd.
00:21:65|presstek inc.
00:21:1f|shinsung deltatech co.,ltd.
00:21:24|optos plc
00:21:33|building b, inc
00:21:34|brandywine communications
00:21:3a|winchester systems inc.
00:21:2e|dresden-elektronik
00:21:30|keico hightech inc.
00:21:5b|senseanywhere
00:21:4e|gs yuasa power supply ltd.
00:21:42|advanced control systems doo
00:1f:fa|coretree, co, ltd
00:1f:f2|via technologies, inc.
00:21:01|aplicaciones electronicas quasar (aeq)
00:21:03|ghi electronics, llc
00:1f:f8|siemens ag, sector industry, drive technologies, motion control systems
00:1f:d0|giga-byte technology co.,ltd.
00:1f:d1|optex co.,ltd.
00:1f:c9|cisco systems, inc
00:1f:dc|mobile safe track ltd
00:1f:d6|shenzhen allywll
00:21:17|tellord
00:21:0f|cernium corp
00:1f:f1|paradox hellas s.a.
00:1f:e6|alphion corporation
00:1f:cf|msi technology gmbh
00:1f:9c|ledco
00:1f:90|actiontec electronics, inc
00:1f:91|dbs lodging technologies, llc
00:1f:98|daiichi-dentsu ltd.
00:1f:93|xiotech corporation
00:1f:51|hd communications corp
00:1f:53|gemac chemnitz gmbh
00:1f:50|swissdis ag
00:1f:4c|roseman engineering ltd
00:1f:a9|atlanta dth, inc.
00:1f:a3|t&w electronics(shenzhen)co.,ltd.
00:1f:a2|datron world communications, inc.
00:1f:70|botik technologies ltd
00:1f:64|beijing autelan technology inc.
00:1f:6d|cisco systems, inc
00:1f:24|digitview technology co., ltd.
00:1f:21|inner mongolia yin an science & technology development co.,l
00:1f:22|source photonics, inc.
00:1f:1d|atlas material testing technology llc
00:1f:15|bioscrypt inc
00:1f:2b|orange logic
00:1f:2a|accm
00:1f:30|travelping
00:1f:48|mojix inc.
00:1f:3e|rp-technik e.k.
00:1e:f0|gigafin networks
00:1e:f2|micro motion inc
00:1f:37|genesis i&c
00:1f:2c|starbridge networks
00:1f:31|radiocomp
00:1f:12|juniper networks
00:1e:ea|sensor switch, inc.
00:1f:04|granch ltd.
